House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
60,Andrews Avenue,Donna,Clarke,60,Head,Married,Female,Television floor manager,None,Christian
60,Andrews Avenue,Abdul,Clarke,62,Husband,Married,Male,Catering manager,None,None
60,Andrews Avenue,Raymond,Thomas-Clarke,43,Son,Single,Male,Manufacturing engineer,None,Christian
60,Andrews Avenue,Kieran,Thomas-Clarke,39,Son,Single,Male,Furniture designer,None,None
61,Andrews Avenue,Carole,James,58,Head,Married,Female,"Therapist, music",None,Christian
61,Andrews Avenue,Lawrence,James,63,Husband,Married,Male,"Engineer, automotive",None,Christian
61,Andrews Avenue,Laura,James,34,Daughter,Divorced,Female,Unemployed,None,Christian
62,Andrews Avenue,Suzanne,Morrison,18,Head,Single,Female,University Student,None,Christian
62,Andrews Avenue,Carolyn,Macdonald,22,None,Single,Female,University Student,None,Catholic
62,Andrews Avenue,Roger,Collins,22,None,Single,Male,University Student,None,Methodist
62,Andrews Avenue,Mary,Dean,19,None,Single,Female,University Student,None,Catholic
63,Andrews Avenue,Stanley,Stanley,38,Head,Married,Male,Banker,None,None
63,Andrews Avenue,Denise,Stanley,36,Wife,Married,Female,Unemployed,None,None
64,Andrews Avenue,Sandra,Hamilton,41,Head,Divorced,Female,Unemployed,None,Christian
64,Andrews Avenue,Justin,Hamilton,7,Son,NA,Male,Student,None,NA
64,Andrews Avenue,Phillip,Hamilton,6,Son,NA,Male,Student,None,NA
65,Andrews Avenue,Robin,Wilson,37,Head,Single,Male,Cartographer,None,None
65,Andrews Avenue,Eleanor,Rowley,25,None,Single,Female,Arboriculturist,None,Muslim
65,Andrews Avenue,Jill,Burrows,25,None,Single,Female,Ecologist,None,None
65,Andrews Avenue,Catherine,Field,55,None,Single,Female,Editorial assistant,None,Christian
66,Andrews Avenue,Jasmine,Marshall,43,Head,Married,Female,Call centre manager,None,Catholic
66,Andrews Avenue,Derek,Marshall,42,Husband,Married,Male,Dealer,None,Catholic
67,Andrews Avenue,Karen,Davies,33,Head,Single,Female,Health service manager,None,Christian
68,Andrews Avenue,Rita,Thompson,29,Head,Married,Female,Careers adviser,None,None
68,Andrews Avenue,Darren,Thompson,28,Husband,Married,Male,"Designer, textile",None,None
68,Andrews Avenue,Helen,Thompson,12,Daughter,NA,Female,Student,None,NA
69,Andrews Avenue,Katherine,Owen,80,Head,Married,Female,Retired Estate manager/land agent,None,None
69,Andrews Avenue,Philip,Owen,80,Husband,Married,Male,Retired Logistics and distribution manager,None,None
70,Andrews Avenue,Lynda,Henderson,45,Head,Single,Female,Ecologist,None,Methodist
71,Andrews Avenue,Jodie,Baldwin,33,Head,Married,Female,Chief Strategy Officer,None,None
71,Andrews Avenue,Brandon,Baldwin,38,Husband,Married,Male,Retail buyer,None,None
71,Andrews Avenue,Graham,Baldwin,4,Son,NA,Male,Child,None,NA
72,Andrews Avenue,Anne,Richardson,41,Head,Married,Female,Associate Professor,None,None
72,Andrews Avenue,Terry,Richardson,48,Husband,Married,Male,Sports administrator,None,None
72,Andrews Avenue,Gregory,Richardson,12,Son,NA,Male,Student,None,NA
72,Andrews Avenue,Frederick,Richardson,5,Son,NA,Male,Student,None,NA
72,Andrews Avenue,Kenneth,Richardson,3,Son,NA,Male,Child,None,NA
73,Andrews Avenue,Denis,Smith,35,Head,Single,Male,"Accountant, chartered",None,Catholic
73,Andrews Avenue,Dennis,Smith,9,Son,NA,Male,Student,None,NA
73,Andrews Avenue,Diane,Smith,9,Daughter,NA,Female,Student,None,NA
73,Andrews Avenue,Alex,Smith,5,Son,NA,Male,Student,None,NA
73,Andrews Avenue,Jane,Smith,2,Daughter,NA,Female,Child,None,NA
74,Andrews Avenue,Duncan,Foster,25,Head,Single,Male,Travel agency manager,None,Muslim
75,Andrews Avenue,Joyce,Edwards,59,Head,Single,Female,Barrister,None,Christian
76,Andrews Avenue,Janice,Lloyd,35,Head,Single,Female,Unemployed,None,None
76,Andrews Avenue,Valerie,Lloyd,2,Daughter,NA,Female,Child,None,NA
76,Andrews Avenue,Pauline,Lloyd,0,Daughter,NA,Female,Child,None,NA
76,Andrews Avenue,Hilary,Gilbert,40,Cousin,Divorced,Female,Heritage manager,None,None
76,Andrews Avenue,Arthur,Griffin,39,Lodger,Single,Male,Unemployed,None,Catholic
77,Andrews Avenue,Chelsea,Bond,94,Head,Single,Female,Retired Public relations account executive,None,None
78,Andrews Avenue,John,Howard,39,Head,Married,Male,Brewing technologist,None,None
78,Andrews Avenue,Jane,Howard,35,Wife,Married,Female,Environmental health practitioner,None,None
79,Andrews Avenue,Gareth,Bailey,57,Head,Divorced,Male,Clinical biochemist,None,Methodist
79,Andrews Avenue,Lynn,Bailey,6,Granddaughter,NA,Female,Student,None,NA
79,Andrews Avenue,Alex,Bailey,3,Grandson,NA,Male,Child,None,NA
80,Andrews Avenue,Bruce,Preston,54,Head,Single,Male,Sports coach,None,None
81,Andrews Avenue,Aaron,Ball,60,Head,Single,Male,General practice doctor,None,Christian
81,Andrews Avenue,Toby, ,54,None,Single,Male,Local government officer,None,Methodist
81,Andrews Avenue,Maria,Taylor,44,None,Single,Female,Health and safety adviser,None,Catholic
81,Andrews Avenue,Sean,Smith,27,None,Single,Male,Unemployed,None,Muslim
81,Andrews Avenue,Rachael,Hunt,40,None,Single,Female,Licensed conveyancer,None,Christian
82,Andrews Avenue,Ruth,Scott,26,Head,Married,Female,Chief Financial Officer,None,None
82,Andrews Avenue,Stuart,Scott,33,Husband,Married,Male,Unemployed,None,None
83,Andrews Avenue,Emily,Greenwood-Smith,38,Head,Married,Female,Occupational therapist,None,Christian
83,Andrews Avenue,Bryan,Greenwood-Smith,44,Husband,Married,Male,"Therapist, music",None,Christian
83,Andrews Avenue,Leonard,Greenwood-Smith,4,Son,NA,Male,Child,None,NA
84,Andrews Avenue,Karl,Vincent,34,Head,Single,Male,Unemployed,None,None
84,Andrews Avenue,Fiona,Patel,31,Partner,Single,Female,"Producer, television/film/video",None,None
85,Andrews Avenue,Philip,Webster,70,Head,Widowed,Male,Retired Lexicographer,None,Christian
86,Andrews Avenue,Gerard,Jones,74,Head,Married,Male,"Retired Horticulturist, amenity",None,None
86,Andrews Avenue,Alison,Jones,71,Wife,Married,Female,Retired Chiropractor,None,None
87,Andrews Avenue,Molly,Wilson,41,Head,Divorced,Female,"Education officer, environmental",None,None
87,Andrews Avenue,Pamela,Wilson,6,Daughter,NA,Female,Student,None,NA
88,Andrews Avenue,Bryan,Saunders,45,Head,Single,Male,Building control surveyor,None,Methodist
88,Andrews Avenue,Hilary,Begum,44,Partner,Single,Female,Computer games developer,None,None
89,Andrews Avenue,Ellie,Campbell,29,Head,Married,Female,Applications developer,None,Christian
89,Andrews Avenue,June,Campbell,28,Wife,Married,Female,"Journalist, broadcasting",None,Christian
89,Andrews Avenue,Lucy,Campbell,4,Daughter,NA,Female,Child,None,NA
89,Andrews Avenue,Clare,Campbell,3,Daughter,NA,Female,Child,None,NA
89,Andrews Avenue,Leigh,Campbell,1,Son,NA,Male,Child,None,NA
90,Andrews Avenue,Mary,Chapman,32,Head,Single,Female,Technical sales engineer,None,None
90,Andrews Avenue,Terry,Chapman,6,Son,NA,Male,Student,None,NA
90,Andrews Avenue,Sean,Chapman,3,Son,NA,Male,Child,None,NA
91,Andrews Avenue,Chelsea,Smith,48,Head,Married,Female,Call centre manager,None,None
91,Andrews Avenue,Simon,Smith,55,Husband,Married,Male,Building control surveyor,None,None
91,Andrews Avenue,Melissa,Smith,19,Daughter,Single,Female,"Engineer, structural",None,None
92,Andrews Avenue,Lindsey,Moran,44,Head,Married,Female,"Designer, jewellery",None,None
92,Andrews Avenue,Donald,Moran,47,Husband,Married,Male,"Psychotherapist, dance movement",None,None
92,Andrews Avenue,Luke,Moran,11,Son,NA,Male,Student,None,NA
92,Andrews Avenue,Sean,Moran,9,Son,NA,Male,Student,None,NA
93,Andrews Avenue,Robert,Foster,36,Head,Married,Male,Fashion designer,None,Christian
93,Andrews Avenue,Jane,Foster,36,Wife,Married,Female,"Designer, textile",None,None
94,Andrews Avenue,Francesca,Ali,37,Head,Single,Female,Unemployed,None,None
94,Andrews Avenue,George,Ali,5,Son,NA,Male,Student,None,NA
95,Andrews Avenue,Danielle,Parkin,68,Head,Married,Female,Retired Cytogeneticist,None,Christian
95,Andrews Avenue,Alex,Parkin,68,Husband,Married,Male,"Retired Designer, interior/spatial",None,Christian
96,Andrews Avenue,Kim,Young,44,Head,Single,Female,Commercial art gallery manager,None,None
97,Andrews Avenue,Gail,Douglas,29,Head,Divorced,Female,Art gallery manager,None,Christian
98,Andrews Avenue,Annette,Thompson,55,Head,Single,Female,Public librarian,None,Christian
98,Andrews Avenue,Marc,Perry,56,Partner,Single,Male,Ceramics designer,None,None
98,Andrews Avenue,Gail,Thompson,23,Daughter,Single,Female,"Designer, interior/spatial",None,None
98,Andrews Avenue,Adrian,Jones-Thompson,13,Son,NA,Male,Student,None,NA
99,Andrews Avenue,Joe,Jenkins,41,Head,Single,Male,"Teacher, primary school",None,Christian
99,Andrews Avenue,Yvonne,Howard,37,None,Single,Female,Dietitian,None,None
100,Andrews Avenue,Valerie,Smith,38,Head,Divorced,Female,"Runner, broadcasting/film/video",None,Catholic
100,Andrews Avenue,Debra,Smith,14,Daughter,NA,Female,Student,None,NA
101,Andrews Avenue,Declan,Lawrence,67,Head,Married,Male,"Teacher, primary school",None,Christian
101,Andrews Avenue,Kimberley,Lawrence,63,Wife,Married,Female,"Investment banker, operational",None,Christian
102,Andrews Avenue,Jane,Lees,80,Head,Married,Female,Retired Aid worker,None,Christian
102,Andrews Avenue,Victor,Lees,82,Husband,Married,Male,"Retired Therapist, music",None,None
103,Andrews Avenue,Nicole,Graham,36,Head,Married,Female,Emergency planning/management officer,None,Christian
103,Andrews Avenue,Daniel,Mistry,38,Husband,Married,Male,Farm manager,None,None
103,Andrews Avenue,Ashley,Graham,9,Son,NA,Male,Student,None,NA
103,Andrews Avenue,Gerald,Graham,6,Son,NA,Male,Student,None,NA
103,Andrews Avenue,Charlotte,Graham,5,Daughter,NA,Female,Student,None,NA
104,Andrews Avenue,Ian,Thomas,76,Head,Married,Male,"Retired Scientist, research (maths)",None,Christian
104,Andrews Avenue,Jill,Thomas,74,Wife,Married,Female,"Retired Administrator, arts",None,Christian
105,Andrews Avenue,Mohammad,Shah,49,Head,Single,Male,Unemployed,None,None
105,Andrews Avenue,Abbie,Shah,20,Daughter,Divorced,Female,University Student,None,None
105,Andrews Avenue,Keith,Shah,16,Son,NA,Male,Student,None,NA
105,Andrews Avenue,Paige,Shah,10,Daughter,NA,Female,Student,None,NA
105,Andrews Avenue,Hilary,Shah,10,Daughter,NA,Female,Student,None,NA
106,Andrews Avenue,Edward,Richards,22,Head,Married,Male,University Student,None,Catholic
106,Andrews Avenue,Olivia,Richards,20,Wife,Married,Female,Equities trader,None,None
107,Andrews Avenue,Stanley,Leach,70,Head,Married,Male,"Retired Accountant, chartered certified",None,Christian
107,Andrews Avenue,Yvonne,Leach,67,Wife,Married,Female,Contracting civil engineer,None,Christian
108,Andrews Avenue,Lindsey,Leach,29,Head,Married,Female,Community pharmacist,None,Catholic
108,Andrews Avenue,Marc,Leach,31,Husband,Married,Male,Operational researcher,None,Catholic
108,Andrews Avenue,Bethan,Leach,1,Daughter,NA,Female,Child,None,NA
108,Andrews Avenue,Colin,Burgess,46,Lodger,Single,Male,"Lecturer, further education",None,Christian
108,Andrews Avenue,Joel,Sanderson,26,Lodger,Single,Male,"Engineer, site",None,Catholic
109,Andrews Avenue,Timothy,Johnston,25,Head,Single,Male,Ophthalmologist,None,Christian
109,Andrews Avenue,Leah,James,23,Partner,Single,Female,Youth worker,None,Christian
110,Andrews Avenue,Nigel,Anderson,78,Head,Divorced,Male,Retired Estate manager/land agent,None,Christian
111,Andrews Avenue,Cheryl,Stephens,34,Head,Single,Female,Unemployed,None,None
112,Andrews Avenue,Sharon,Brooks,49,Head,Single,Female,"Horticulturist, commercial",None,None
112,Andrews Avenue,Marcus,Brooks,15,Son,NA,Male,Student,None,NA
113,Andrews Avenue,Emily,Brooks,36,Head,Divorced,Female,Location manager,None,Christian
113,Andrews Avenue,Gregory,Brooks,13,Son,NA,Male,Student,None,NA
114,Andrews Avenue,Francis,Smith,27,Head,Single,Male,Financial risk analyst,None,None
114,Andrews Avenue,Rosemary,Ellis,19,Partner,Single,Female,University Student,None,None
115,Andrews Avenue,Gemma,Davies,42,Head,Single,Female,Unemployed,None,None
115,Andrews Avenue,Thomas,Davies,18,Adopted Son,Single,Male,Student,None,None
115,Andrews Avenue,Glen,Davies,14,Son,NA,Male,Student,None,NA
115,Andrews Avenue,Christopher,Davies,12,Son,NA,Male,Student,None,NA
115,Andrews Avenue,Amelia,Davies,12,Daughter,NA,Female,Student,None,NA
116,Andrews Avenue,Kimberley,West,25,Head,Single,Female,Film/video editor,None,None
116,Andrews Avenue,Nicholas,Summers,27,Partner,Single,Male,Unemployed,None,None
117,Andrews Avenue,Natalie,Nicholls,30,Head,Single,Female,Unemployed,None,Catholic
117,Andrews Avenue,Barbara,Nicholls,2,Daughter,NA,Female,Child,None,NA
117,Andrews Avenue,Anthony,Nicholls,0,Son,NA,Male,Child,None,NA
117,Andrews Avenue,Rachel,Graham,52,Lodger,Single,Female,Aeronautical engineer,None,Catholic
117,Andrews Avenue,Dale,Roberts,37,Visitor,Single,Male,Tourism officer,None,Methodist
118,Andrews Avenue,Stephanie,Humphreys,26,Head,Married,Female,"Investment banker, corporate",None,None
118,Andrews Avenue,Robert,Humphreys,25,Husband,Married,Male,Energy engineer,Physical Disability,None
119,Andrews Avenue,Gail,Randall,52,Head,Single,Female,Curator,None,Christian
119,Andrews Avenue,Francis,Randall,15,Step-Son,NA,Male,Student,None,NA
120,Andrews Avenue,Alice,Ross,48,Head,Divorced,Female,Tree surgeon,None,Undecided
120,Andrews Avenue,Alice,Ross,11,Daughter,NA,Female,Student,None,NA
120,Andrews Avenue,June,Ross,8,Daughter,NA,Female,Student,None,NA
120,Andrews Avenue,Mitchell,Morris-Ross,6,Son,NA,Male,Student,None,NA
121,Andrews Avenue,James,Moore,21,Head,Married,Male,University Student,None,Catholic
121,Andrews Avenue,Francesca,Moore,19,Wife,Married,Female,University Student,None,Catholic
122,Andrews Avenue,Anna,Jenkins,75,Head,Widowed,Female,Unemployed,None,Christian
122,Andrews Avenue,Henry,Jenkins,42,Son,Divorced,Male,Economist,None,Christian
123,Andrews Avenue,Shirley,Smith,58,Head,Married,Female,Amenity horticulturist,None,Christian
123,Andrews Avenue,Jacob,Smith,58,Husband,Married,Male,Regulatory affairs officer,None,Christian
123,Andrews Avenue,Malcolm,Smith,23,Son,Single,Male,IT sales professional,None,Christian
123,Andrews Avenue,Jill,Smith,19,Daughter,Divorced,Female,"Librarian, academic",None,None
123,Andrews Avenue,Duncan,Smith,9,Son,NA,Male,Student,None,NA
124,Andrews Avenue,Eric,Patel,22,Head,Single,Male,University Student,None,None
124,Andrews Avenue,Wendy,Rowe,22,Partner,Single,Female,University Student,None,None
125,Andrews Avenue,Ashley,Shaw,65,Head,Married,Male,"Embryologist, clinical",None,Methodist
125,Andrews Avenue,Sarah,Shaw,60,Wife,Married,Female,Magazine features editor,None,Methodist
126,Andrews Avenue,Teresa,Ali,42,Head,Divorced,Female,"Scientist, water quality",None,Catholic
127,Andrews Avenue,Diana,Smith,40,Head,Married,Female,Public relations account executive,None,None
127,Andrews Avenue,Glen,Smith,45,Husband,Married,Male,"Engineer, broadcasting (operations)",None,None
127,Andrews Avenue,Kerry,Smith,8,Daughter,NA,Female,Student,None,NA
127,Andrews Avenue,Iain,Smith,6,Son,NA,Male,Student,None,NA
128,Andrews Avenue,Eric,Lynch,43,Head,Single,Male,Unemployed,None,Christian
128,Andrews Avenue,Graham,Green,42,None,Single,Male,"Pilot, airline",None,Methodist
129,Andrews Avenue,Nicola,Smith,43,Head,Married,Female,"Therapist, occupational",None,None
129,Andrews Avenue,Oliver,Barber,45,Husband,Married,Male,Pathologist,None,None
129,Andrews Avenue,Jordan,Smith,17,Son,NA,Male,Student,None,NA
130,Andrews Avenue,Bradley,Smith,50,Head,Single,Male,TEFL teacher,None,Christian
131,Andrews Avenue,Jonathan,Hilton,82,Head,Widowed,Male,"Retired Engineer, building services",None,Christian
132,Andrews Avenue,Catherine,Gould,31,Head,Married,Female,"Conservation officer, historic buildings",None,Catholic
132,Andrews Avenue,Thomas,Gould,31,Husband,Married,Male,"Psychotherapist, dance movement",None,None
132,Andrews Avenue,Karen,Gould,0,Daughter,NA,Female,Child,None,NA
132,Andrews Avenue,Geoffrey,Robson,28,Lodger,Divorced,Male,Agricultural engineer,None,None
133,Andrews Avenue,Joan,Smith,39,Head,Married,Female,"Surveyor, planning and development",None,Christian
133,Andrews Avenue,Tony,Smith,41,Husband,Married,Male,"Development worker, community",None,None
133,Andrews Avenue,Luke,Smith,17,Son,NA,Male,Student,None,NA
133,Andrews Avenue,Ronald,Smith,10,Son,NA,Male,Student,None,NA
133,Andrews Avenue,Paul,Smith,8,Son,NA,Male,Student,None,NA
134,Andrews Avenue,Kerry,Hughes,57,Head,Single,Female,Unemployed,None,Christian
134,Andrews Avenue,Reece,Hughes,25,Son,Single,Male,Writer,None,Christian
134,Andrews Avenue,Dominic,Hughes,22,Son,Single,Male,University Student,None,Christian
135,Andrews Avenue,Frederick,Rose,68,Head,Single,Male,Retired Technical brewer,None,Christian
136,Andrews Avenue,Garry,Page,84,Head,Married,Male,Retired Bonds trader,None,None
136,Andrews Avenue,Dorothy,Page,83,Wife,Married,Female,Retired Technical sales engineer,None,None
137,Andrews Avenue,Kenneth,Robinson,31,Head,Single,Male,Broadcast engineer,None,None
138,Andrews Avenue,Maureen,Gibson,30,Head,Married,Female,Pensions consultant,None,None
138,Andrews Avenue,Christopher,Gibson,32,Husband,Married,Male,Unemployed,None,None
139,Andrews Avenue,Karen,Lowe,77,Head,Married,Female,Retired Energy engineer,None,Christian
139,Andrews Avenue,Dean,Lowe,79,Husband,Married,Male,"Retired Engineer, mining",None,None
140,Andrews Avenue,Jessica,Hawkins,51,Head,Married,Female,Speech and language therapist,None,None
140,Andrews Avenue,Carl,Hawkins,57,Husband,Married,Male,"Copywriter, advertising",None,None
140,Andrews Avenue,Francis,Hawkins,27,Son,Single,Male,Artist,None,None
141,Andrews Avenue,Leonard,Sullivan,20,Head,Married,Male,University Student,None,Muslim
141,Andrews Avenue,Elizabeth,Sullivan,19,Wife,Married,Female,University Student,None,None
142,Andrews Avenue,Lisa,Miah,32,Head,Married,Female,Geographical information systems officer,None,None
142,Andrews Avenue,Sam,Miah,37,Husband,Married,Male,"Horticulturist, commercial",None,None
143,Andrews Avenue,Christopher,Kaur,35,Head,Single,Male,Personal assistant,None,None
144,Andrews Avenue,Abdul,Lyons,21,Head,Married,Male,University Student,None,Catholic
144,Andrews Avenue,Brenda,Lyons,22,Wife,Married,Female,University Student,None,None
145,Andrews Avenue,Jenna,Clark,31,Head,Married,Female,"Engineer, drilling",None,Catholic
